Date,EEM,EFA,GLD,IEF,IWM,QQQ,SPY,TLT,VNQ,XLE,XLF,XLK
2018-01-03,0.009581258500777956,0.004800001725043801,-0.002636850395774437,0.0010459964692592916,0.0010399312452962217,0.00971662549383856,0.006325232216944254,0.0047810589456427355,-0.0029031118588394023,0.014976484688926206,0.005372430231599168,0.008340613988995216
2018-01-04,0.0049514396488963275,0.010959641982167145,0.00512737855482448,-0.0004753212798397355,0.002661095931637325,0.0017495308459045678,0.004214701722127678,-0.00015898937990821427,-0.017226581404038543,0.006036042445853651,0.0092626598436365,0.005055427634929277
2018-01-05,0.00862244234329812,0.005559719957598297,-0.0010361649479244672,-0.0012347814384698896,0.002071644564563657,0.010042933518279451,0.00666403038775587,-0.002855173611808648,0.0004939970436834695,-0.00040002627630530974,0.0028238804628302194,0.010516488804547253
2018-01-08,0.0,-0.0002767392816468428,-0.00015961279955856167,-0.0004751935851006195,0.0015506567560745754,0.0038908937139183752,0.0018285682670096115,-0.0006366207356595099,0.00518170736968937,0.006002582743935836,-0.0014078867560851638,0.003771147505070349
2018-01-09,-0.0016282159885405711,0.0011060097949933123,-0.0046284750854691525,-0.004757363906350176,-0.001354899777234686,6.147229400288445e-05,0.00226365258009964,-0.013372141414053074,-0.012887989056224347,-0.002518920975857264,0.007754449650285267,-0.0025545752414737333
2018-01-10,-0.0063202020903215805,-0.001933197541294951,0.002405158456580736,-0.00028716598667333226,0.0001293679282388105,-0.002337480895920896,-0.0015299464124278739,-0.0012101150867599442,-0.011191286224140784,-0.0011964092885444755,0.008394754765610024,-0.003464997963571803
2018-01-11,0.0061552687243526805,0.006918414316186894,0.003279242310744168,0.0006692708691999893,0.017178791950845707,0.006844133839037481,0.007295908832652076,0.004119030241621191,-0.0033954549999315464,0.0204948111179013,0.004855970097354723,0.004081603440388992
2018-01-12,0.00958399051739578,0.010031635110808068,0.012117319941670202,-0.0006688232452852771,0.004190960391323939,0.007349041095459752,0.006519324228052792,0.001689510310162623,-0.008076016732663005,0.00965034280647048,0.008974747333780009,0.005871931461013613
2018-01-16,-0.0038376287369199513,-0.0009525562195836779,0.0016540570729914883,0.0004784318316415348,-0.012772195592858582,-0.0028573648960475984,-0.0034182965336367888,0.004175898459378047,0.0019086259259597504,-0.012658144426826112,-0.0027368571647594653,-0.0038916044521818405
2018-01-17,0.013179090318177877,0.005175058451615033,-0.008099385028916384,-0.002198632707539505,0.00947854264130199,0.010791196306699113,0.009531119729059068,-0.0013597423191500368,0.00698304606713851,0.00876508672057108,0.007547333528439948,0.015025814231808043
2018-01-18,0.0012006793788421621,-0.0012192389504651624,-0.002219746160232239,-0.003161214797737788,-0.006851765727549086,0.00018119985260223181,-0.0016804979546481968,-0.009289484447370766,-0.01286109783291245,-0.008170268902952582,-0.0013619428093545327,0.0017765105916573987
2018-01-19,0.008195284495781552,0.005561544273458452,0.004449368789751107,-0.002594446260500094,0.013159626182004613,0.003136036994054958,0.004549613399561947,-0.005254182994414602,0.0053649032755713755,-0.0013072235165974,0.0071598197334794556,0.0019215001718362323
2018-01-22,0.005749327117347658,0.0051260616090589295,0.0018193589642852004,-0.0003850666971945138,0.0053593748975391264,0.010700661116032961,0.008130843871613225,0.0009748517898411357,0.009147317421944745,0.02160260464831465,0.008124705059803228,0.00973413814692936
2018-01-23,0.004731033360519499,0.0032211431413338154,0.004974316982453653,0.002891281733606421,0.0031983568260331996,0.00826804315696239,0.002122704184172486,0.004302888780106429,0.013848675675209865,-0.0015382429511161533,0.0010070795949486122,0.004382270785162179
2018-01-24,0.008436369951035916,0.0017390400442767184,0.012177899643490031,-0.0019221660724149103,-0.006189237563952954,-0.006489418786178591,-0.000388543412459752,-0.005415779529038267,-0.0052155479381443826,-0.002695594859767003,0.0067091295869998735,-0.00770755559105385
2018-01-25,-0.0005839010759470797,-0.0038728388176241246,-0.006675468432262743,0.0022145877451735796,0.0003774445788533587,-0.0003562855446259672,0.0004241461865026608,0.008208656416447191,-0.001747397853854138,-0.007850290162095597,-0.0019990902080186945,-0.0017591059103159168
2018-01-26,0.013821556814742397,0.008848354778829615,0.0007814808358339587,-0.0029785466802436655,0.003584423337884779,0.015325452942113404,0.011577309601815688,-0.0037080343822404327,-0.0035014224011342687,0.005448051437249912,0.007345660970817791,0.015856830116081744
2018-01-29,-0.015169286837494744,-0.00916951071248806,-0.005621994291566623,-0.0025052380041161726,-0.005638898403659165,-0.004856000549491535,-0.006629525647002588,-0.006958786634000513,-0.01342688959990923,-0.015094650641442775,-0.003977778946230748,-0.009105652414970633
2018-01-30,-0.01364765393143319,-0.008315354606344805,-0.004318770545372663,-0.0023191715368631183,-0.009578052417576699,-0.008230167859254012,-0.010257086260705983,-0.005866431984098197,-0.007250313035348732,-0.02017313918471164,-0.012978146032975979,-0.009042870136388825
2018-01-31,0.008697369927973542,-0.0013525217174528148,0.006703457836465088,0.00029095166471759804,-0.005216762111293516,0.00414932788646305,0.0004966903074006268,0.005901050093104265,0.017937327645154655,0.0006687535966289904,0.002697104497719538,0.00750638666398995
2018-02-01,-0.013521347672872164,0.0028441229796682954,0.003290292152912322,-0.005158489422391055,0.0031340055859172544,-0.008500689091524016,-0.001135155387313902,-0.014492837187071506,-0.02152300930551221,0.010286966422418553,0.009415140679998268,0.000876846729489289
2018-02-02,-0.025625848969502818,-0.020256656025894104,-0.013117887393550687,-0.00370400378038227,-0.01925413488097072,-0.019945186904062773,-0.021769874409806933,-0.009278981140418696,-0.008489749063915197,-0.04178784008973713,-0.021985375816160002,-0.029630672111305434
2018-02-05,-0.03506622089146816,-0.041901910007070775,0.002531843471552664,0.008217997604651917,-0.03841916585563998,-0.039426546696241904,-0.041822568576141306,0.009449884970996525,-0.029709054214051345,-0.04195424223115973,-0.05040889836565976,-0.04181745828862227
2018-02-06,0.032537306312495184,0.01970908507138902,-0.010496423649786535,-0.004366750921235507,0.011965997868261136,0.026498697005725047,0.01970209770688225,-0.006213004610815642,0.00013332780693309232,0.007922874810906588,0.018292707020337584,0.028728276691821097
2018-02-07,-0.03151199100853397,-0.010581067863918658,-0.004705665583148222,-0.002923380695913358,0.0010020539753201607,-0.012937954677038843,-0.005424833165461385,-0.009503910996707776,-0.0042778978634192555,-0.016721712210236106,0.0007045169251305161,-0.01281821650303916
2018-02-08,-0.03465050377833756,-0.026094530391895354,0.0015225774502147793,0.0008795240855030695,-0.029364531968417262,-0.04219454776896625,-0.03750880411096347,-0.0010934840922814937,-0.02873278694036796,-0.030232255428054744,-0.0439985938193973,-0.04142849551479111
2018-02-09,0.015977251600794107,0.004245876938261395,-0.0016803225174144565,-0.0017580289714960173,0.0091441933282439,0.01726937341883028,0.01502134510706643,-0.006318900499570068,0.025020792610074283,-0.0007496619710366526,0.01914584888672266,0.02451213410721942
2018-02-12,0.015725798880797948,0.01530839071268919,0.004808897328354433,-0.0002931984895749862,0.00947061086491563,0.017744763552651754,0.014684659650988419,0.004408853853991035,0.0004048774761675755,0.016349566458632392,0.01408942976764549,0.01794434595211647
2018-02-13,0.007635425824329856,-0.003015378381771794,0.0056632293923437604,0.001663323135651762,0.002160100846219759,0.005161629147339308,0.0024876077974715916,0.004474293286073516,0.007009683757960072,-0.004132527644568285,0.004275212644086368,0.0024742089530764844
2018-02-14,0.025047197618247807,0.017715626208378188,0.017052616317100977,-0.0060570883939299325,0.01798207475153757,0.018723560170195164,0.013496118706647353,-0.011093817827776076,-0.0072288210860307345,0.014523118809342872,0.02376750848713982,0.01835556663892235
